gender,age,income,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
1,28,0,0,5,8,7,8,6,7,6,7,0
1,28,0,0,5,5,6,4,6,4,4,4,0
1,28,0,0,3,6,8,6,6,4,4,5,0
1,28,0,0,5,6,7,6,5,5,5,5,0
1,28,0,0,3,8,7,4,4,3,3,4,0
1,28,0,0,4,8,8,8,7,5,6,6,0
1,28,0,0,5,6,7,6,6,3,5,5,0
1,28,0,0,4,5,4,3,4,2,3,3,0
1,28,0,0,6,7,6,5,4,3,5,5,0
1,28,0,0,7,6,7,7,8,6,6,6,0
1,28,0,1,9,8,9,6,6,7,8,7,0
1,28,0,1,8,6,8,7,6,6,7,6,0
1,28,0,0,6,7,6,5,5,5,5,4,0
1,28,0,1,8,7,6,8,5,7,7,7,0
1,28,0,1,7,8,6,7,5,0,7,7,0
0,30,0,0,4,9,9,6,8,6,9,6,0
0,30,0,0,7,9,8,9,7,7,7,3,0
0,30,0,0,5,6,5,5,5,3,4,2,0
0,30,0,0,6,6,6,5,8,2,6,1,0
0,30,0,0,6,8,7,7,7,7,8,4,0
0,30,0,0,5,8,8,7,8,8,8,5,0
0,30,0,0,4,9,8,5,9,8,8,2,0
0,30,0,0,6,8,8,6,6,6,7,6,0
0,30,0,1,8,9,9,9,9,8,8,6,0
0,30,0,0,8,8,7,7,7,5,7,5,0
0,30,0,0,3,8,8,5,7,5,7,2,0
0,30,0,0,2,8,7,8,7,7,5,1,0
0,30,0,0,4,5,7,5,7,9,6,2,0
0,30,0,0,5,7,7,4,7,1,3,1,0
0,30,39394,0,4,10,9,6,6,0,7,4,0
0,30,39394,1,6,8,0,9,0,0,6,6,0
0,30,39394,1,6,9,10,5,5,0,6,7,0
0,30,39394,1,7,7,0,7,0,0,7,5,0
0,30,39394,0,5,7,7,7,7,7,6,6,0
0,30,39394,1,7,7,0,9,0,9,8,7,0
0,30,39394,0,6,8,9,5,5,0,6,6,0
0,30,39394,0,7,7,8,6,0,0,7,7,0
0,30,39394,0,5,7,8,9,9,0,6,6,0
0,30,39394,1,8,6,0,9,0,0,8,6,0
0,30,39394,0,5,9,8,8,8,8,8,5,0
0,30,39394,0,4,8,0,5,0,0,5,6,0
0,30,39394,0,5,9,8,5,0,0,7,5,0
0,30,39394,1,7,7,0,5,0,0,6,6,0
0,28,40695,0,5,5,6,3,3,4,3,1,0
0,28,40695,0,7,8,9,3,5,5,6,1,0
0,28,40695,0,6,5,5,3,1,3,2,1,0
0,28,40695,0,7,6,6,5,3,5,2,1,0
0,28,40695,0,6,6,6,6,4,5,6,5,0
0,28,40695,1,8,8,9,8,7,8,8,1,0
0,28,40695,0,5,5,6,4,2,2,2,1,0
0,28,40695,1,7,8,8,5,5,5,6,5,0
0,28,40695,1,9,8,8,9,8,8,8,8,0
0,28,40695,1,8,10,8,9,8,8,8,7,0
0,28,40695,0,5,5,5,6,6,8,6,6,0
0,28,40695,1,7,9,9,6,5,5,6,8,0
0,28,40695,0,5,5,5,5,5,5,5,3,0
0,28,40695,1,8,7,8,9,9,7,8,8,0
0,21,45788,1,5,10,8,7,8,8,6,8,0
0,21,45788,1,7,8,8,8,8,8,7,9,0
0,21,45788,1,7,8,9,7,8,7,7,8,0
0,21,45788,0,5,9,9,7,9,8,5,8,0
0,21,45788,0,5,5,5,5,9,6,5,7,0
0,21,45788,0,5,7,7,7,7,7,7,8,0
0,21,45788,0,5,7,7,6,8,6,7,6,0
0,21,45788,0,3,5,7,5,9,5,4,5,0
0,21,45788,1,7,7,7,8,9,7,7,8,0
0,21,45788,1,8,8,7,7,9,8,7,7,0
0,21,45788,0,3,8,8,7,9,9,6,8,0
0,21,45788,1,3,10,10,8,9,10,7,10,0
0,21,45788,0,3,7,7,6,8,7,4,7,0
0,21,45788,0,4,7,7,7,8,5,6,8,0
0,22,37315,0,6,8,8,6,8,6,6,6,0
0,22,37315,1,7,9,9,6,7,5,8,7,0
0,22,37315,0,7,7,8,6,7,6,7,7,0
0,22,37315,1,8,9,9,9,9,8,9,7,0
0,22,37315,1,8,9,9,9,9,7,8,7,0
0,22,37315,1,8,8,8,8,8,8,8,7,0
0,22,37315,0,6,8,8,6,8,6,6,6,0
0,22,37315,0,9,8,8,8,8,8,8,8,0
0,22,37315,1,9,9,9,9,9,9,9,7,0
0,22,37315,1,9,7,8,7,7,5,7,6,0
0,22,37315,0,6,7,8,6,7,5,6,6,0
0,22,37315,0,6,7,7,6,7,8,7,7,0
0,22,37315,0,6,7,7,6,7,5,6,6,0
0,22,37315,1,7,7,7,7,7,7,7,7,0
0,24,51663,0,8,9,10,10,10,5,9,8,0
0,24,51663,0,7,8,8,7,7,7,7,5,0
0,24,51663,0,8,8,8,8,8,8,8,3,0
0,24,51663,1,10,9,9,9,9,9,9,8,0
0,24,51663,1,8,9,9,8,9,10,8,7,0
0,24,51663,1,8,9,9,8,8,7,8,6,0
0,24,51663,0,8,9,8,8,8,7,8,7,0
0,24,51663,0,7,7,10,9,9,4,8,6,0
0,24,51663,1,10,10,10,10,10,8,9,8,0
0,24,51663,0,8,9,9,9,9,8,9,8,0
0,24,51663,0,7,9,10,9,9,6,7,6,0
0,24,51663,0,7,8,8,8,8,8,8,7,0
0,24,51663,0,7,9,9,7,7,4,6,5,0
0,24,51663,0,6,7,7,2,2,2,4,3,0
0,35,32563,0,6,10,10,9,10,8,7,10,1
0,35,32563,1,10,10,10,10,9,9,10,9,0
0,35,32563,0,6,9,10,7,7,2,4,8,0
0,35,32563,0,7,10,9,9,8,9,9,8,0
0,35,32563,1,8,10,9,9,9,10,9,9,0
0,35,32563,1,9,10,10,10,9,9,10,9,0
0,35,32563,0,4,9,10,6,9,2,3,2,0
0,35,32563,1,8,10,10,8,7,7,8,9,0
0,35,32563,1,8,9,9,10,7,10,9,9,0
0,35,32563,1,10,9,10,10,9,9,10,9,0
0,35,32563,0,7,10,9,7,10,6,6,10,0
0,35,32563,1,8,10,10,10,9,10,9,9,0
0,35,32563,0,8,9,10,9,10,9,8,8,0
0,35,32563,0,9,8,10,9,8,9,7,9,0
0,34,0,0,5,6,8,2,9,2,5,5,0
0,34,0,1,6,7,10,5,10,6,6,5,0
0,34,0,0,3,7,7,2,9,2,2,2,0
0,34,0,1,7,8,9,7,9,6,7,6,0
0,34,0,0,5,6,8,2,5,6,3,4,0
0,34,0,1,7,7,8,8,5,6,8,6,0
0,34,0,0,7,6,7,6,8,6,5,4,0
0,34,0,0,5,6,6,5,6,5,5,4,0
0,34,0,0,6,6,7,7,8,4,7,5,0
0,34,0,1,9,8,8,10,5,5,8,5,0
0,34,0,1,5,10,10,5,10,2,6,6,0
0,34,0,0,5,6,10,5,6,6,4,5,0
0,34,0,0,5,6,10,4,10,5,5,5,0
0,34,0,1,6,6,7,7,9,6,7,6,0
0,21,54303,0,5,10,10,0,10,5,5,7,0
0,21,54303,0,4,9,8,4,8,0,4,4,0
0,21,54303,0,3,0,0,0,3,0,2,5,0
0,21,54303,1,7,9,0,8,0,7,7,8,0
0,21,54303,1,10,10,10,10,10,10,10,10,0
0,21,54303,0,6,10,0,0,0,8,5,7,0
0,21,54303,0,5,7,10,7,7,6,4,5,0
0,21,54303,1,7,6,6,0,6,5,7,8,0
0,21,54303,1,7,6,6,7,8,0,7,6,0
0,21,54303,0,7,10,0,0,10,0,6,6,0
0,21,54303,0,7,8,5,0,0,0,4,5,0
0,21,54303,0,2,10,8,5,0,0,3,6,0
0,21,54303,0,6,9,8,6,8,0,4,7,0
0,21,54303,0,7,6,0,0,0,0,5,5,0
0,33,16908,0,4,6,7,5,8,6,6,8,0
0,33,16908,0,7,8,8,8,8,7,7,8,0
0,33,16908,0,7,5,7,3,6,2,4,6,0
0,33,16908,0,8,7,8,8,8,6,7,6,0
0,33,16908,0,6,10,9,8,8,7,7,8,0
0,33,16908,1,7,8,8,8,8,7,8,8,0
0,33,16908,0,6,7,9,6,9,6,7,7,0
0,33,16908,0,5,6,8,5,8,5,5,6,0
0,33,16908,0,6,7,8,7,8,5,7,7,0
0,33,16908,0,7,7,7,9,8,7,7,0,0
0,33,16908,0,5,7,7,6,7,5,6,8,0
0,33,16908,0,3,6,5,5,5,4,4,7,0
0,33,16908,0,5,8,9,7,8,7,6,8,0
0,33,16908,0,4,6,8,6,8,5,6,7,0
0,28,39729,0,2,8,9,1,8,0,5,2,0
0,28,39729,0,6,7,8,8,7,4,5,5,0
0,28,39729,0,8,7,9,2,6,0,3,3,0
0,28,39729,0,7,7,7,5,7,5,5,5,0
0,28,39729,0,7,6,8,3,5,5,5,5,0
0,28,39729,0,6,9,8,7,5,5,6,5,0
0,28,39729,0,6,9,10,3,9,4,6,5,0
0,28,39729,0,6,8,10,3,8,2,6,5,0
0,28,39729,0,9,8,9,9,9,5,6,5,0
0,28,39729,1,7,7,8,10,7,8,9,5,0
0,28,39729,0,5,6,7,3,7,2,6,5,0
0,28,39729,0,3,6,5,5,6,0,5,4,0
0,28,39729,0,5,6,7,3,7,3,5,5,0
0,28,39729,0,5,5,6,3,5,0,4,5,0
0,29,0,0,5,8,8,7,7,6,7,8,1
0,29,0,1,7,9,9,8,2,7,8,8,0
0,29,0,1,8,7,8,6,6,5,7,7,0
0,29,0,1,9,8,8,6,6,7,8,7,0
0,29,0,1,7,8,8,8,7,8,8,7,0
0,29,0,0,7,7,7,6,7,6,7,6,0
0,29,0,1,6,8,9,8,8,6,7,7,0
0,29,0,1,5,9,9,8,7,8,8,7,0
0,29,0,0,7,5,7,5,9,7,6,6,0
0,29,0,0,8,5,8,9,7,3,7,7,0
0,29,0,0,4,7,8,5,7,8,5,6,0
0,29,0,0,4,6,7,5,9,6,6,7,0
0,29,0,0,7,7,7,5,5,5,6,6,0
0,29,0,1,7,6,7,6,6,5,6,6,0
0,22,0,0,9,9,9,9,8,9,8,5,1
0,22,0,1,8,9,8,9,8,6,8,6,0
0,22,0,0,7,6,6,6,6,5,6,5,0
0,22,0,1,8,8,7,8,7,6,8,6,0
0,22,0,1,7,8,8,7,7,6,7,6,0
0,22,0,1,7,8,8,6,6,6,7,6,0
0,22,0,0,6,8,7,7,8,6,6,7,0
0,22,0,1,8,8,8,8,8,6,8,7,0
0,22,0,1,7,8,8,7,8,6,7,6,0
0,22,0,1,7,8,8,8,8,6,8,6,0
0,22,0,0,5,6,6,5,5,6,5,5,0
0,22,0,0,5,6,6,6,6,5,5,5,0
0,22,0,0,6,6,7,6,6,5,5,5,0
0,22,0,0,6,6,8,6,6,4,6,6,0
0,27,57316,0,3,6,7,5,5,4,6,5,0
0,27,57316,0,4,7,6,7,5,5,6,3,0
0,27,57316,0,4,6,6,4,4,3,4,3,0
0,27,57316,1,7.5,8,8,7,7,5.5,7,5,0
0,27,57316,1,7,8,7.5,8,7,7,8,6,0
0,27,57316,1,8,9,9,9,8,8,9,7,0
0,27,57316,0,4,8,8,5,8,4,6,4,0
0,27,57316,0,6.5,8,8,6,7,6.5,6,5,0
0,27,57316,1,0,7,7,8,7,7,7,5,0
0,27,57316,1,7,6,7,8,5,7,7,6,0
0,27,57316,0,4,6,7,6,6,5,5,4,0
0,27,57316,0,3,8,6,7,5,5,6,6,0
0,27,57316,0,5,6,6,5,4,4,5,4,0
0,27,57316,0,4,7,8,5,8,5,7,3,0
1,27,0,1,9,9,9,8,7,8,9,6,0
1,27,0,1,8,9,8,8,7,7,9,5,0
1,27,0,1,7,8,8,7,6,7,8,4,0
1,27,0,1,8,9,8,8,6,7,9,4,0
1,27,0,1,9,8,9,8,7,7,9,5,0
1,27,0,1,8,9,8,8,6,8,9,6,0
1,27,0,0,6,8,8,7,6,7,7,5,1
1,27,0,0,7,9,8,7,6,8,8,2,0
1,27,0,0,8,9,10,8,7,7,9,5,0
1,27,0,0,8,9,10,7,6,6,8,2,0
1,27,0,0,7,9,8,7,6,7,8,4,0
1,27,0,0,8,9,8,7,6,7,8,5,1
1,27,0,0,10,10,10,10,8,7,9,6,1
1,27,0,1,8,9,9,8,7,7,9,5,0
1,32,30587,0,10,10,10,10,10,0,8,3,0
1,32,30587,0,9,10,8,10,8,0,8,4,0
1,32,30587,0,8,10,10,8,10,4,5,8,0
1,32,30587,0,10,10,8,8,0,8,8,4,0
1,32,30587,0,8,10,8,8,8,4,8,3,0
1,32,30587,0,7,10,9,9,8,0,7,3,0
1,32,30587,0,10,10,8,9,8,0,8,6,0
1,32,30587,1,8,10,10,8,10,7,8,8,0
1,32,30587,0,5,4,4,4,4,0,3,2,0
1,32,30587,1,10,10,10,9,10,0,8,9,0
1,32,30587,0,8,10,8,10,8,4,8,2,0
1,32,30587,1,10,10,10,10,10,5,8,5,0
1,32,30587,0,10,10,8,8,0,0,8,4,0
1,32,30587,1,10,10,10,10,0,0,8,8,0
1,25,55080,0,7,7,8,6,7,5,7,6,0
1,25,55080,0,6,7,7,5,6,4,6,5,0
1,25,55080,0,6,8,8,7,6,6,5,5,0
1,25,55080,1,9,8,7,8,7,6,8,7,0
1,25,55080,0,7,7,7,8,6,4,5,5,0
1,25,55080,0,6,6,6,6,6,5,5,4,0
1,25,55080,0,6,6,6,5,7,4,5,4,0
1,25,55080,1,8,7,7,6,7,4,7,6,0
1,25,55080,0,6,6,5,7,5,4,4,4,0
1,25,55080,0,6,8,7,5,5,5,6,4,0
1,25,55080,1,8,7,7,7,7,5,7,6,0
1,25,55080,0,7,8,7,6,6,4,6,5,0
1,25,55080,0,8,8,7,6,7,3,6,5,0
1,25,55080,1,8,8,8,8,8,5,8,7,0
1,29,57513,0,6,7,8,5,4,5,7,5,0
1,29,57513,0,4,5,5,5,7,8,6,6,0
1,29,57513,0,5,5,7,5,8,6,7,7,0
1,29,57513,1,7,8,5,6,5,8,7,6,0
1,29,57513,0,5,6,6,7,5,6,7,4,0
1,29,57513,0,5,5,6,4,7,5,6,10,0
1,29,57513,0,4,2,5,4,5,7,5,4,0
1,29,57513,1,6,6,7,8,7,8,6,10,0
1,29,57513,0,4,0,2,0,3,8,3,0,0
1,29,57513,1,8,7,7,8,5,8,8,7,0
1,29,57513,1,7,7,4,5,5,5,6,9,0
1,29,57513,0,5,7,6,5,6,7,6,10,0
1,29,57513,0,6,5,5,2,8,7,7,8,0
1,29,57513,0,5,8,6,7,5,6,7,8,0
1,23,33772,1,8,8,8,7,8,8,8,7,0
1,23,33772,0,5,6,6,3,4,2,3,5,0
1,23,33772,0,3,6,7,4,8,2,4,5,0
1,23,33772,0,7,5,5,6,3,2,5,6,0
1,23,33772,0,5,7,7,5,5,4,5,6,0
1,23,33772,0,5,7,8,7,6,3,5,7,0
1,23,33772,0,4,6,6,4,4,2,3,5,0
1,23,33772,0,6,6,8,5,8,3,4,3,0
1,23,33772,0,6,4,4,8,4,8,6,10,0
1,23,33772,1,9,8,8,6,7,9,9,6,0
1,23,33772,0,6,6,6,6,4,3,6,6,0
1,23,33772,0,5,7,8,4,8,5,5,5,0
1,23,33772,0,7,6,6,5,5,2,5,6,0
1,23,33772,1,7,8,8,6,7,6,7,7,0
1,27,0,0,6,5,6,7,8,8,6,7,0
1,27,0,0,5,7,8,7,0,9,7,7,0
1,27,0,0,3,6,9,4,8,4,4,6,0
1,27,0,1,6,7,6,7,7,6,7,8,0
1,27,0,0,4,6,7,5,7,5,7,7,0
1,27,0,0,4,7,7,5,5,4,5,4,0
1,27,0,0,3,6,7,8,0,6,6,7,0
1,27,0,0,5,8,9,8,8,5,8,8,0
1,27,0,0,3,6,4,8,6,5,4,7,0
1,27,0,1,7,7,9,8,9,6,9,6,0
1,27,0,0,6,8,7,8,6,6,7,7,0
1,27,0,0,6,7,7,5,6,4,5,5,0
1,27,0,0,4,8,6,6,6,4,4,5,0
1,27,0,0,5,7,9,8,8,8,8,7,0
1,32,0,1,7,7,6,6,6,6,6,6,0
1,32,0,0,4,6,5,5,5,4,5,6,0
1,32,0,0,4,6,6,5,8,5,5,6,0
1,32,0,1,5,5,6,6,6,5,7,5,0
1,32,0,0,4,5,5,4,4,4,4,4,0
1,32,0,0,6,6,5,5,6,4,5,5,0
1,32,0,0,5,7,7,4,5,4,4,4,0
1,32,0,1,7,7,7,7,5,6,6,6,0
1,32,0,0,7,5,6,7,6,6,6,5,0
1,32,0,1,6,7,7,7,6,6,7,6,0
1,32,0,0,5,7,5,6,7,5,6,5,0
1,32,0,0,6,6,6,6,5,5,6,6,0
1,32,0,1,9,8,7,8,5,6,8,7,0
1,32,0,1,7,8,7,7,5,6,7,6,0
1,27,0,1,9,8,10,7,7,7,9,5,0
1,27,0,1,7,7,9,7,4,3,6,4,0
1,27,0,0,7,8,8,4,4,4,8,3,0
1,27,0,0,6,8,8,6,3,4,6,4,0
1,27,0,1,8,7,9,8,3,5,7,5,0
1,27,0,1,7,9,9,7,6,4,7,5,0
1,27,0,0,5,9,9,6,6,3,6,6,0
1,27,0,0,5,8,8,7,7,3,6,3,0
1,27,0,0,2,8,6,4,7,2,4,1,0
1,27,0,0,7,7,7,7,6,3,6,4,0
1,27,0,0,7,9,8,8,3,3,6,4,0
1,27,0,1,9,8,8,6,4,5,7,6,0
1,27,0,1,8,8,9,10,4,2,7,6,0
1,27,0,1,10,8,10,9,5,4,8,7,0
1,25,31857,1,7,8,9,8,7,6,7,6,0
1,25,31857,0,5,6,6,6,5,3,4,3,0
1,25,31857,1,6,8,8,8,7,5,6,6,0
1,25,31857,1,7,6,6,7,7,5,6,5,0
1,25,31857,0,5,6,5,4,4,3,3,3,0
1,25,31857,1,5,8,7,8,5,5,7,7,0
1,25,31857,1,6,8,8,7,7,8,6,7,0
1,25,31857,0,5,6,8,4,5,3,3,2,0
1,25,31857,0,4,5,6,8,7,6,5,5,0
1,25,31857,0,6,5,6,6,3,3,4,4,0
1,25,31857,1,8,8,8,9,6,6,8,5,0
1,25,31857,0,5,6,5,4,4,3,3,2,0
1,25,31857,0,6,6,5,3,4,2,2,2,0
1,25,31857,1,7,7,7,6,6,4,6,3,0
1,30,0,1,8,7,9,7,7,7,8,7,0
1,30,0,0,4,7,7,4,7,4,5,6,0
1,30,0,1,5,10,9,9,9,6,7,7,0
1,30,0,0,8,4,6,4,6,4,5,5,0
1,30,0,0,4,8,7,4,6,2,4,7,0
1,30,0,0,5,8,8,7,6,4,6,8,0
1,30,0,0,4,7,8,5,6,5,6,6,0
1,30,0,0,4,10,10,8,5,5,6,8,0
1,30,0,0,4,7,8,6,7,4,5,7,0
1,30,0,1,7,7,9,8,7,9,7,7,0
1,30,0,1,8,6,8,8,8,7,8,6,0
1,30,0,1,8,9,9,8,5,5,7,9,0
1,30,0,0,7,10,7,6,4,5,6,7,0
1,30,0,1,7,7,7,6,8,9,7,7,0
1,29,0,1,6,7,7,6,5,5,6,3,0
1,29,0,0,6,6,6,6,4,7,7,1,0
1,29,0,1,4,5,7,5,5,6,8,1,0
1,29,0,1,7,7,6,6,7,5,8,1,0
1,29,0,1,5,6,7,6,6,5,6,1,0
1,29,0,1,4,7,8,7,4,5,5,1,0
1,29,0,1,7,7,7,6,5,5,7,1,0
1,29,0,0,7,7,7,6,7,6,7,1,0
1,29,0,0,4,3,5,4,6,4,5,1,0
1,29,0,1,6,4,5,5,5,5,6,1,0
1,29,0,0,5,6,5,6,6,3,5,1,0
1,29,0,0,5,6,5,6,5,4,5,2,0
1,29,0,0,4,6,5,4,5,4,0,3,0
1,29,0,0,6,6,7,6,5,3,6,2,0
1,26,0,1,10,9,9,8,7,8,8,7,0
1,26,0,0,6,9,7,6,6,7,6,6,0
1,26,0,1,6,9,7,6,6,8,8,7,0
1,26,0,1,9,9,7,8,9,8,9,9,0
1,26,0,0,7,8,8,5,6,5,6,7,0
1,26,0,1,7,9,8,10,9,9,8,8,0
1,26,0,1,6,8,9,8,9,8,7,7,0
1,26,0,0,5,6,7,8,9,10,6,5,0
1,26,0,0,7,8,7,6,8,5,6,5,0
1,26,0,1,9,7,8,9,8,10,8,5,0
1,26,0,0,6,6,6,9,8,8,7,7,0
1,26,0,0,6,8,6,5,8,6,7,7,0
1,26,0,0,8,6,7,6,5,5,7,7,0
1,26,0,1,9,9,7,7,5,6,8,6,0
1,36,23207,1,10,8,10,7,9,0,7,5,0
1,36,23207,0,5,7,7,5,5,0,3,2,0
1,36,23207,0,5,8,8,5,7,0,6,1,0
1,36,23207,0,6,10,7,5,5,0,8,1,0
1,36,23207,0,6,10,7,5,5,0,8,0,0
1,36,23207,0,6,10,8,6,5,0,6,1,0
1,36,23207,0,9,4,5,2,2,0,3,1,0
1,36,23207,0,7,8,9,2,9,0,5,1,0
1,36,23207,0,5,8,6,10,5,0,9,5,0
1,36,23207,0,7,7,7,5,5,0,5,2,0
1,36,23207,0,5,7,6,5,5,0,5,3,0
1,36,23207,0,8,2,9,5,9,0,5,1,0
1,36,23207,0,6,7,4,4,4,0,5,1,0
1,36,23207,0,6,8,8,4,6,0,5,2,0
1,29,0,0,7,7,7,7,5,5,6,5,0
1,29,0,0,4,5,6,5,6,4,4,5,0
1,29,0,0,4,7,7,6,7,6,5,5,0
1,29,0,0,6,7,7,7,7,6,6,5,0
1,29,0,0,4,7,7,6,6,5,5,5,0
1,29,0,0,6,7,7,6,6,5,5,5,0
1,29,0,0,4,7,7,5,5,5,4,5,0
1,29,0,0,6,7,8,7,5,5,7,5,0
1,29,0,0,6,6,7,8,7,7,6,5,0
1,29,0,0,5,7,7,6,6,6,6,5,0
1,29,0,0,4,7,6,6,5,5,4,5,0
1,29,0,0,4,8,7,6,5,5,5,5,0
1,29,0,0,4,8,7,7,5,6,6,5,0
1,29,0,0,6,8,7,8,7,7,7,5,0
0,34,0,0,8,0,10,8,0,10,10,5,1
0,34,0,1,10,0,10,10,0,8,10,5,0
0,34,0,0,8,0,10,10,0,10,10,5,0
0,34,0,0,5,0,10,7,0,0,8,2,0
0,34,0,0,8,0,10,10,0,0,8,5,0
0,34,0,1,8,0,10,10,0,8,9,5,0
0,34,0,0,5,0,10,8,0,0,8,2,0
0,34,0,1,10,0,10,10,8,10,10,5,0
0,34,0,1,8,0,10,8,0,10,8,5,0
0,25,0,1,6,7,8,8,6,6,6,7,0
0,25,0,1,8,7,8,7,6,6,7,5,0
0,25,0,1,8,7,8,7,7,6,7,5,0
0,25,0,0,0,0,0,0,0,0,0,0,0
0,25,0,0,6,7,7,6,6,6,6,5,0
0,25,0,0,6,8,7,7,6,8,6,5,0
0,25,0,0,6,7,7,6,6,6,6,5,0
0,25,0,1,7,6,7,8,6,7,7,6,0
0,25,0,0,0,0,0,0,0,0,0,0,0
0,23,0,1,1,10,10,6,5,1,3,5,0
0,23,0,1,3,6,7,7,6,3,7,4,0
0,23,0,1,2,6,8,9,5,2,7,3,0
0,23,0,1,1,7,10,6,10,1,1,6,0
0,23,0,1,3,7,8,9,6,2,2,8,0
0,23,0,1,1,7,9,7,6,1,3,6,0
0,23,0,1,1,7,9,2,5,2,2,4,0
0,23,0,1,3,7,9,6,7,9,7,8,0
0,23,0,1,8,9,9,9,9,9,9,9,0
0,30,0,1,5,7,8,7,7,5,5,5,0
0,30,0,1,7,7,7,7,5,5,7,5,0
0,30,0,1,7,6,7,8,6,5,6,5,0
0,30,0,1,8,7,8,5,7,5,8,5,0
0,30,0,1,6,7,6,8,5,5,5,4,0
0,30,0,1,6,8,8,7,7,7,5,5,0
0,30,0,1,5,5,7,5,7,5,4,4,0
0,30,0,1,7,7,7,8,7,5,7,5,0
0,30,0,1,7,5,6,4,5,5,5,4,0
0,36,0,1,7,10,8,10,0,9,8,9,0
0,36,0,1,9,10,9,10,0,7,9,6,0
0,36,0,1,8,10,9,10,7,6,8,8,0
0,36,0,1,7,10,10,6,10,6,7,6,0
0,36,0,1,7,10,9,9,0,9,9,8,0
0,36,0,1,8,10,9,10,9,7,8,8,0
0,36,0,1,7,10,9,8,0,6,7,7,0
0,36,0,1,9,10,8,10,9,5,8,9,0
0,36,0,1,8,10,9,8,8,5,8,6,0
0,29,0,0,5,10,8,8,8,2,8,1,0
0,29,0,0,8,8,8,10,0,10,10,1,0
0,29,0,0,8,8,8,8,8,8,8,5,0
0,29,0,0,8,10,8,8,8,8,6,1,0
0,29,0,0,8,8,8,10,8,5,10,1,0
0,29,0,0,8,10,8,8,8,8,8,3,0
0,29,0,0,8,8,8,8,8,3,8,3,0
0,29,0,0,8,8,8,8,8,8,7,3,0
0,29,0,0,8,3,7,6,7,3,5,1,0
0,30,0,0,6,8,8,10,8,6,8,4,0
0,30,0,1,8,8,8,8,6,8,9,7,0
0,30,0,0,8,6,8,8,8,5,8,5,0
0,30,0,1,8,7,8,8,8,8,6,7,0
0,30,0,0,6,8,8,8,7,8,10,6,0
0,30,0,0,7,9,8,8,7,6,10,7,0
0,30,0,0,5,7,7,5,10,5,5,5,0
0,30,0,1,9,8,8,8,8,4,7,6,0
0,30,0,1,6,6,7,7,7,7,7,5,0
0,29,0,0,6,7,7,5,6,0,6,3,0
0,29,0,0,7,6,8,7,8,0,7,3,0
0,29,0,0,8,6,8,7,8,0,7,5,0
0,29,0,1,6,7,8,6,8,6,7,5,0
0,29,0,1,7,7,9,6,7,6,8,6,0
0,29,0,0,6,8,8,6,7,3,7,4,0
0,29,0,0,3,7,8,6,8,2,4,2,0
0,29,0,0,5,6,7,6,7,0,5,3,0
0,29,0,0,8,3,7,6,0,2,5,1,0
0,22,0,0,3,9,8,4,6,2,4,8,0
0,22,0,1,8,9,9,8,9,7,8.5,10,0
0,22,0,0,6,8,6,7,6,6,6,6,0
0,22,0,0,6,7,9,6,8,6,6,9,0
0,22,0,0,4,9,8,4,7,4,5,8,0
0,22,0,0,4,8,8,4,6,2,4,7,0
0,22,0,0,4,9,8,6,8,2,5,9,0
0,22,0,0,5,7,6,6,7,5,6,8,0
0,22,0,1,9,8,8,7,8,6,7,9,0
0,34,0,0,4,8,8,5,6,3,5,5,0
0,34,0,1,10,8,5,7,5,4,7,7,0
0,34,0,1,10,8,7,6,6,7,6,7,0
0,34,0,1,7,7,7,5,6,5,6,7,0
0,34,0,0,6,7,7,4,6,2,4,5,0
0,34,0,0,5,7,7,5,4,5,5,7,0
0,34,0,0,4,8,7,4,7,3,3,2,0
0,34,0,1,7,7,7,8,6,5,8,7,0
0,34,0,1,8,7,7,7,6,5,7,6,0
1,30,0,0,7,7,7,7,7,7,7,1,1
1,30,0,1,8,10,9,7,8,8,8,7,0
1,30,0,1,10,10,9,10,10,10,10,10,0
1,30,0,0,5,10,9,10,8,8,7,5,0
1,30,0,0,6,10,9,8,8,8,6,2,0
1,30,0,1,9,10,10,10,9,9,9,10,0
1,30,0,1,10,10,9,10,9,9,10,10,0
1,30,0,0,4,6,8,5,5,5,4,1,0
1,30,0,0,7,7,8,6,6,6,5,5,0
1,30,0,0,4,8,8,6,6,5,5,1,0
1,23,0,0,6,6,7,7,5,4,7,5,0
1,23,0,1,8,8,7,7,7,7,8,6,0
1,23,0,0,7,8,7,7,6,6,8,7,0
1,23,0,0,5,8,7,7,6,6,8,6,0
1,23,0,0,4,7,5,5,6,3,5,5,0
1,23,0,1,7,8,7,8,7,8,8,7,0
1,23,0,0,6,8,7,6,6,7,7,5,0
1,23,0,0,4,6,6,5,6,3,5,6,0
1,23,0,1,9,8,7,9,6,7,9,9,0
1,23,0,0,3,4,3,2,6,5,4,3,0
1,29,0,0,6,7,6,6,6,6,6,7,0
1,29,0,0,8,7,7,6,6,7,7,7,0
1,29,0,0,6,8,6,6,6,6,6,7,0
1,29,0,0,7,8,8,8,7,7,8,8,0
1,29,0,0,6,8,8,8,6,7,6,7,0
1,29,0,1,9,7,7,8,8,6,8,6,0
1,29,0,1,8,8,8,7,6,8,8,7,0
1,29,0,0,6,7,7,5,5,5,6,6,0
1,29,0,1,8,8,8,7,8,7,8,8,0
1,29,0,0,5,8,7,7,5,7,5,8,0
1,24,0,0,5,4,4,2,2,0,3,1,0
